"OBÈINE","SKD DEJAVNOST","2021 (zaèasni podatki)"
"Kuzma","R Kulturne, razvedrilne in rekreacijske dejavnosti",3718
"Kuzma","S Druge dejavnosti",4574
"Kuzma","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Kuzma","U Dejavnost eksteritorialnih organizacij in teles",0
"Kuzma","X Neznano",33047
"Laško","SKD Dejavnost - SKUPAJ",55937360
"Laško","A Kmetijstvo in lov, gozdarstvo, ribištvo",56017
"Laško","B Rudarstvo",8177582
"Laško","C Predelovalne dejavnosti",17815940
"Laško","D Oskrba z elektrièno energijo, plinom in paro",197589
"Laško","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",1174606
"Laško","F Gradbeništvo",578893
"Laško","G Trgovina, vzdrževanje in popravila motornih vozil",1836997
"Laško","H Promet in skladišèenje",937240
"Laško","I Gostinstvo",9605681
"Laško","J Informacijske in komunikacijske dejavnosti",599822
"Laško","K Finanène in zavarovalniške dejavnosti",36028
"Laško","L Poslovanje z nepremièninami",12527171
"Laško","M Strokovne, znanstvene in tehniène dejavnosti",62965
"Laško","N Druge raznovrstne poslovne dejavnosti",21764
"Laško","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",1192424
"Laško","P Izobraževanje",539969
"Laško","Q Zdravstvo in socialno varstvo",201399
"Laško","R Kulturne, razvedrilne in rekreacijske dejavnosti",162425
"Laško","S Druge dejavnosti",84849
"Laško","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Laško","U Dejavnost eksteritorialnih organizacij in teles",0
"Laško","X Neznano",127999
"Lenart","SKD Dejavnost - SKUPAJ",29485681
"Lenart","A Kmetijstvo in lov, gozdarstvo, ribištvo",599923
"Lenart","B Rudarstvo",0
"Lenart","C Predelovalne dejavnosti",15838893
"Lenart","D Oskrba z elektrièno energijo, plinom in paro",130743
"Lenart","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",658203
"Lenart","F Gradbeništvo",712848
"Lenart","G Trgovina, vzdrževanje in popravila motornih vozil",4022349
"Lenart","H Promet in skladišèenje",289181
"Lenart","I Gostinstvo",525463
"Lenart","J Informacijske in komunikacijske dejavnosti",441828
"Lenart","K Finanène in zavarovalniške dejavnosti",321732
"Lenart","L Poslovanje z nepremièninami",355101
"Lenart","M Strokovne, znanstvene in tehniène dejavnosti",372757
"Lenart","N Druge raznovrstne poslovne dejavnosti",1565878
"Lenart","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",782893
"Lenart","P Izobraževanje",343828
"Lenart","Q Zdravstvo in socialno varstvo",2017014
"Lenart","R Kulturne, razvedrilne in rekreacijske dejavnosti",9660
"Lenart","S Druge dejavnosti",166740
"Lenart","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Lenart","U Dejavnost eksteritorialnih organizacij in teles",0
"Lenart","X Neznano",330647
"Lendava/Lendva","SKD Dejavnost - SKUPAJ",85344976
"Lendava/Lendva","A Kmetijstvo in lov, gozdarstvo, ribištvo",313074
"Lendava/Lendva","B Rudarstvo",124119
"Lendava/Lendva","C Predelovalne dejavnosti",69329114
"Lendava/Lendva","D Oskrba z elektrièno energijo, plinom in paro",18952
"Lendava/Lendva","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",3282759
"Lendava/Lendva","F Gradbeništvo",468253
"Lendava/Lendva","G Trgovina, vzdrževanje in popravila motornih vozil",4974260
"Lendava/Lendva","H Promet in skladišèenje",207521
"Lendava/Lendva","I Gostinstvo",1669357
"Lendava/Lendva","J Informacijske in komunikacijske dejavnosti",691114
"Lendava/Lendva","K Finanène in zavarovalniške dejavnosti",83002
"Lendava/Lendva","L Poslovanje z nepremièninami",769406
"Lendava/Lendva","M Strokovne, znanstvene in tehniène dejavnosti",117162
"Lendava/Lendva","N Druge raznovrstne poslovne dejavnosti",16846
"Lendava/Lendva","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",1338899
"Lendava/Lendva","P Izobraževanje",615181
"Lendava/Lendva","Q Zdravstvo in socialno varstvo",618239
"Lendava/Lendva","R Kulturne, razvedrilne in rekreacijske dejavnosti",207961
"Lendava/Lendva","S Druge dejavnosti",189477
"Lendava/Lendva","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Lendava/Lendva","U Dejavnost eksteritorialnih organizacij in teles",80531
"Lendava/Lendva","X Neznano",229749
"Litija","SKD Dejavnost - SKUPAJ",64688962
"Litija","A Kmetijstvo in lov, gozdarstvo, ribištvo",13062
"Litija","B Rudarstvo",0
"Litija","C Predelovalne dejavnosti",39928131
"Litija","D Oskrba z elektrièno energijo, plinom in paro",23583
"Litija","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",1095825
"Litija","F Gradbeništvo",456655
"Litija","G Trgovina, vzdrževanje in popravila motornih vozil",4454253
"Litija","H Promet in skladišèenje",283894
"Litija","I Gostinstvo",498052
"Litija","J Informacijske in komunikacijske dejavnosti",747294
"Litija","K Finanène in zavarovalniške dejavnosti",134163
"Litija","L Poslovanje z nepremièninami",14300684
"Litija","M Strokovne, znanstvene in tehniène dejavnosti",250468
"Litija","N Druge raznovrstne poslovne dejavnosti",21469
"Litija","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",933571
"Litija","P Izobraževanje",583764
"Litija","Q Zdravstvo in socialno varstvo",501678
"Litija","R Kulturne, razvedrilne in rekreacijske dejavnosti",120636
"Litija","S Druge dejavnosti",73029
"Litija","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Litija","U Dejavnost eksteritorialnih organizacij in teles",0
"Litija","X Neznano",268751
"Ljubljana","SKD Dejavnost - SKUPAJ",1273521450
"Ljubljana","A Kmetijstvo in lov, gozdarstvo, ribištvo",252673
"Ljubljana","B Rudarstvo",5208
"Ljubljana","C Predelovalne dejavnosti",459125698
"Ljubljana","D Oskrba z elektrièno energijo, plinom in paro",4990028
"Ljubljana","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",31907092
"Ljubljana","F Gradbeništvo",8056223
"Ljubljana","G Trgovina, vzdrževanje in popravila motornih vozil",146080270
"Ljubljana","H Promet in skladišèenje",54934827
"Ljubljana","I Gostinstvo",46326425
"Ljubljana","J Informacijske in komunikacijske dejavnosti",59918852
"Ljubljana","K Finanène in zavarovalniške dejavnosti",29740771
"Ljubljana","L Poslovanje z nepremièninami",149975333
"Ljubljana","M Strokovne, znanstvene in tehniène dejavnosti",57866756
"Ljubljana","N Druge raznovrstne poslovne dejavnosti",14512498
"Ljubljana","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",51832999
"Ljubljana","P Izobraževanje",45099896
"Ljubljana","Q Zdravstvo in socialno varstvo",66319021
"Ljubljana","R Kulturne, razvedrilne in rekreacijske dejavnosti",26669605
"Ljubljana","S Druge dejavnosti",8782829
"Ljubljana","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Ljubljana","U Dejavnost eksteritorialnih organizacij in teles",872761
"Ljubljana","X Neznano",10251685
"Ljubno","SKD Dejavnost - SKUPAJ",21789304
"Ljubno","A Kmetijstvo in lov, gozdarstvo, ribištvo",17890
"Ljubno","B Rudarstvo",2605
"Ljubno","C Predelovalne dejavnosti",20022713
"Ljubno","D Oskrba z elektrièno energijo, plinom in paro",2464
"Ljubno","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",100204
"Ljubno","F Gradbeništvo",14193
"Ljubno","G Trgovina, vzdrževanje in popravila motornih vozil",425622
"Ljubno","H Promet in skladišèenje",34143
"Ljubno","I Gostinstvo",619516
"Ljubno","J Informacijske in komunikacijske dejavnosti",104639
"Ljubno","K Finanène in zavarovalniške dejavnosti",19764
"Ljubno","L Poslovanje z nepremièninami",0
"Ljubno","M Strokovne, znanstvene in tehniène dejavnosti",36711
"Ljubno","N Druge raznovrstne poslovne dejavnosti",232
"Ljubno","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",170671
"Ljubno","P Izobraževanje",80728
"Ljubno","Q Zdravstvo in socialno varstvo",38059
"Ljubno","R Kulturne, razvedrilne in rekreacijske dejavnosti",0
"Ljubno","S Druge dejavnosti",31450
"Ljubno","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Ljubno","U Dejavnost eksteritorialnih organizacij in teles",0
"Ljubno","X Neznano",67700
"Ljutomer","SKD Dejavnost - SKUPAJ",43797536
"Ljutomer","A Kmetijstvo in lov, gozdarstvo, ribištvo",542616
"Ljutomer","B Rudarstvo",0
"Ljutomer","C Predelovalne dejavnosti",24035260
"Ljutomer","D Oskrba z elektrièno energijo, plinom in paro",234426
"Ljutomer","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",1258698
"Ljutomer","F Gradbeništvo",361124
"Ljutomer","G Trgovina, vzdrževanje in popravila motornih vozil",4048014
"Ljutomer","H Promet in skladišèenje",268052
"Ljutomer","I Gostinstvo",3596721
"Ljutomer","J Informacijske in komunikacijske dejavnosti",452982
"Ljutomer","K Finanène in zavarovalniške dejavnosti",82615
"Ljutomer","L Poslovanje z nepremièninami",4127718
"Ljutomer","M Strokovne, znanstvene in tehniène dejavnosti",72039
"Ljutomer","N Druge raznovrstne poslovne dejavnosti",18335
"Ljutomer","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",931296
"Ljutomer","P Izobraževanje",690485
"Ljutomer","Q Zdravstvo in socialno varstvo",797013
"Ljutomer","R Kulturne, razvedrilne in rekreacijske dejavnosti",59434
"Ljutomer","S Druge dejavnosti",93304
"Ljutomer","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Ljutomer","U Dejavnost eksteritorialnih organizacij in teles",0
"Ljutomer","X Neznano",2127404
"Log - Dragomer","SKD Dejavnost - SKUPAJ",2745640
"Log - Dragomer","A Kmetijstvo in lov, gozdarstvo, ribištvo",85
"Log - Dragomer","B Rudarstvo",0
"Log - Dragomer","C Predelovalne dejavnosti",894903
"Log - Dragomer","D Oskrba z elektrièno energijo, plinom in paro",0
"Log - Dragomer","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",85118
"Log - Dragomer","F Gradbeništvo",66313
"Log - Dragomer","G Trgovina, vzdrževanje in popravila motornih vozil",337881
"Log - Dragomer","H Promet in skladišèenje",105222
"Log - Dragomer","I Gostinstvo",144203
"Log - Dragomer","J Informacijske in komunikacijske dejavnosti",208804
"Log - Dragomer","K Finanène in zavarovalniške dejavnosti",0
"Log - Dragomer","L Poslovanje z nepremièninami",0
"Log - Dragomer","M Strokovne, znanstvene in tehniène dejavnosti",27415
"Log - Dragomer","N Druge raznovrstne poslovne dejavnosti",0
"Log - Dragomer","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",363144
"Log - Dragomer","P Izobraževanje",143139
"Log - Dragomer","Q Zdravstvo in socialno varstvo",184648
"Log - Dragomer","R Kulturne, razvedrilne in rekreacijske dejavnosti",4958
"Log - Dragomer","S Druge dejavnosti",8022
"Log - Dragomer","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Log - Dragomer","U Dejavnost eksteritorialnih organizacij in teles",0
"Log - Dragomer","X Neznano",171785
"Logatec","SKD Dejavnost - SKUPAJ",70084820
"Logatec","A Kmetijstvo in lov, gozdarstvo, ribištvo",33912
"Logatec","B Rudarstvo",450707
"Logatec","C Predelovalne dejavnosti",32326249
"Logatec","D Oskrba z elektrièno energijo, plinom in paro",53807
"Logatec","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",2377672
"Logatec","F Gradbeništvo",502358
"Logatec","G Trgovina, vzdrževanje in popravila motornih vozil",5471500
"Logatec","H Promet in skladišèenje",665224
"Logatec","I Gostinstvo",1055555
"Logatec","J Informacijske in komunikacijske dejavnosti",806695
"Logatec","K Finanène in zavarovalniške dejavnosti",79891
"Logatec","L Poslovanje z nepremièninami",20382492
"Logatec","M Strokovne, znanstvene in tehniène dejavnosti",1650022
"Logatec","N Druge raznovrstne poslovne dejavnosti",54943
"Logatec","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",1004678
"Logatec","P Izobraževanje",869506
"Logatec","Q Zdravstvo in socialno varstvo",777768
"Logatec","R Kulturne, razvedrilne in rekreacijske dejavnosti",626218
"Logatec","S Druge dejavnosti",401556
"Logatec","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Logatec","U Dejavnost eksteritorialnih organizacij in teles",0
"Logatec","X Neznano",494067
"Loška dolina","SKD Dejavnost - SKUPAJ",22712693
"Loška dolina","A Kmetijstvo in lov, gozdarstvo, ribištvo",8403
"Loška dolina","B Rudarstvo",0
"Loška dolina","C Predelovalne dejavnosti",20454218
"Loška dolina","D Oskrba z elektrièno energijo, plinom in paro",3146
"Loška dolina","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",602340
"Loška dolina","F Gradbeništvo",5769
"Loška dolina","G Trgovina, vzdrževanje in popravila motornih vozil",515224
"Loška dolina","H Promet in skladišèenje",44360
"Loška dolina","I Gostinstvo",142346
"Loška dolina","J Informacijske in komunikacijske dejavnosti",271080
"Loška dolina","K Finanène in zavarovalniške dejavnosti",16254
"Loška dolina","L Poslovanje z nepremièninami",49864
"Loška dolina","M Strokovne, znanstvene in tehniène dejavnosti",18582
"Loška dolina","N Druge raznovrstne poslovne dejavnosti",11488
"Loška dolina","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",320982
"Loška dolina","P Izobraževanje",139731
"Loška dolina","Q Zdravstvo in socialno varstvo",27797
"Loška dolina","R Kulturne, razvedrilne in rekreacijske dejavnosti",29554
"Loška dolina","S Druge dejavnosti",12567
"Loška dolina","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Loška dolina","U Dejavnost eksteritorialnih organizacij in teles",0
"Loška dolina","X Neznano",38988
"Loški Potok","SKD Dejavnost - SKUPAJ",2682195
"Loški Potok","A Kmetijstvo in lov, gozdarstvo, ribištvo",18856
"Loški Potok","B Rudarstvo",0
"Loški Potok","C Predelovalne dejavnosti",1588033
"Loški Potok","D Oskrba z elektrièno energijo, plinom in paro",474
"Loški Potok","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",158503
"Loški Potok","F Gradbeništvo",231
"Loški Potok","G Trgovina, vzdrževanje in popravila motornih vozil",229076
"Loški Potok","H Promet in skladišèenje",3170
"Loški Potok","I Gostinstvo",29587
"Loški Potok","J Informacijske in komunikacijske dejavnosti",166545
"Loški Potok","K Finanène in zavarovalniške dejavnosti",0
"Loški Potok","L Poslovanje z nepremièninami",0
"Loški Potok","M Strokovne, znanstvene in tehniène dejavnosti",0
"Loški Potok","N Druge raznovrstne poslovne dejavnosti",37140
"Loški Potok","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",186494
"Loški Potok","P Izobraževanje",79522
"Loški Potok","Q Zdravstvo in socialno varstvo",151110
"Loški Potok","R Kulturne, razvedrilne in rekreacijske dejavnosti",0
"Loški Potok","S Druge dejavnosti",1466
"Loški Potok","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Loški Potok","U Dejavnost eksteritorialnih organizacij in teles",0
"Loški Potok","X Neznano",31988
"Lovrenc na Pohorju","SKD Dejavnost - SKUPAJ",3715028
"Lovrenc na Pohorju","A Kmetijstvo in lov, gozdarstvo, ribištvo",23176
"Lovrenc na Pohorju","B Rudarstvo",0
"Lovrenc na Pohorju","C Predelovalne dejavnosti",2351525
"Lovrenc na Pohorju","D Oskrba z elektrièno energijo, plinom in paro",15659
"Lovrenc na Pohorju","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",43405
"Lovrenc na Pohorju","F Gradbeništvo",10883
"Lovrenc na Pohorju","G Trgovina, vzdrževanje in popravila motornih vozil",341757
"Lovrenc na Pohorju","H Promet in skladišèenje",13946
"Lovrenc na Pohorju","I Gostinstvo",80890
"Lovrenc na Pohorju","J Informacijske in komunikacijske dejavnosti",200980
"Lovrenc na Pohorju","K Finanène in zavarovalniške dejavnosti",12078
"Lovrenc na Pohorju","L Poslovanje z nepremièninami",179052
"Lovrenc na Pohorju","M Strokovne, znanstvene in tehniène dejavnosti",31437
"Lovrenc na Pohorju","N Druge raznovrstne poslovne dejavnosti",0
"Lovrenc na Pohorju","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",212998
"Lovrenc na Pohorju","P Izobraževanje",136029
"Lovrenc na Pohorju","Q Zdravstvo in socialno varstvo",1569
"Lovrenc na Pohorju","R Kulturne, razvedrilne in rekreacijske dejavnosti",0
"Lovrenc na Pohorju","S Druge dejavnosti",8321
"Lovrenc na Pohorju","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Lovrenc na Pohorju","U Dejavnost eksteritorialnih organizacij in teles",0
"Lovrenc na Pohorju","X Neznano",51323
"Luèe","SKD Dejavnost - SKUPAJ",2138199
"Luèe","A Kmetijstvo in lov, gozdarstvo, ribištvo",8460
"Luèe","B Rudarstvo",0
"Luèe","C Predelovalne dejavnosti",1235483
"Luèe","D Oskrba z elektrièno energijo, plinom in paro",8586
"Luèe","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",27842
"Luèe","F Gradbeništvo",41778
"Luèe","G Trgovina, vzdrževanje in popravila motornih vozil",264060
"Luèe","H Promet in skladišèenje",24717
"Luèe","I Gostinstvo",159238
"Luèe","J Informacijske in komunikacijske dejavnosti",109537
"Luèe","K Finanène in zavarovalniške dejavnosti",0
"Luèe","L Poslovanje z nepremièninami",0
"Luèe","M Strokovne, znanstvene in tehniène dejavnosti",94
"Luèe","N Druge raznovrstne poslovne dejavnosti",0
"Luèe","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",91513
"Luèe","P Izobraževanje",105520
"Luèe","Q Zdravstvo in socialno varstvo",7239
"Luèe","R Kulturne, razvedrilne in rekreacijske dejavnosti",17493
"Luèe","S Druge dejavnosti",5035
"Luèe","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Luèe","U Dejavnost eksteritorialnih organizacij in teles",0
"Luèe","X Neznano",31604
"Lukovica","SKD Dejavnost - SKUPAJ",10578479
"Lukovica","A Kmetijstvo in lov, gozdarstvo, ribištvo",130186
"Lukovica","B Rudarstvo",0
"Lukovica","C Predelovalne dejavnosti",1372810
"Lukovica","D Oskrba z elektrièno energijo, plinom in paro",31950
"Lukovica","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",147324
"Lukovica","F Gradbeništvo",795008
"Lukovica","G Trgovina, vzdrževanje in popravila motornih vozil",4007953
"Lukovica","H Promet in skladišèenje",1602534
"Lukovica","I Gostinstvo",824497
"Lukovica","J Informacijske in komunikacijske dejavnosti",317890
"Lukovica","K Finanène in zavarovalniške dejavnosti",12494
"Lukovica","L Poslovanje z nepremièninami",3794
